filename,time_mins,period,length_mm,rms_mm,range_mm,tape_reader,drop_id,genus,species,pisco_code,number,stage,activity,date,rig,usefulness,island,general_area,mpa_status,reserve_name,lat,long,time_in,depth,habitat,rugosity,relief,site,island_mpa,org_type,common_name,species_name,kingdom,phylum,class,order,family,common_group,trophic_group,broad_trophic_group,targeted,feeding_mode,structure_forming,turf_forming,substrate,lifestyle,taxonomic_id,taxonomic_source,wl_a,wl_b,wl_w_units,wl_l_units,wl_input_length,ll_equation_for_wl,lc_a_for_wl,lc_b_for_wl,lc_type_for_wl,recreational_legal_size_in_tl_2020,commercial_legal_size_in_tl_2020,thermal_composite_class,thermal_agreement,water_column_position,mobility,substrate_association,fish_length_converted,fish_weight_g,fish_weight_lbs,fish_weight_kg
ANA_161_LEFT_SEG1.MP4,11.5404,1,254.305,26.312,2899.807,JZ JE,ANA_161,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,254.305,169.09,0.3728,0.16909
ANA_161_LEFT_SEG1.MP4,11.5404,1,363.909,31.741,3399.633,JZ JE,ANA_161,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,363.909,536.13,1.182,0.53613
ANA_161_LEFT_SEG1.MP4,12.354,1,464.352,34.397,2978.637,JZ JE,ANA_161,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,464.352,1175.23,2.5909,1.17523
ANA_161_LEFT_SEG1.MP4,12.4552,1,281.75,25.799,2671.146,JZ JE,ANA_161,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,281.75,235.2,0.5185,0.2352
ANA_161_LEFT_SEG1.MP4,12.4552,1,446.906,34.549,2772.922,JZ JE,ANA_161,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,446.906,1038.89,2.2904,1.03889
ANA_161_LEFT_SEG1.MP4,12.4552,1,309.451,31.763,3408.726,JZ JE,ANA_161,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,309.451,318.11,0.7013,0.31811
ANA_161_LEFT_SEG1.MP4,12.4552,1,312.175,19.322,1945.871,JZ JE,ANA_161,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,312.175,327.22,0.7214,0.32722
ANA_161_LEFT_SEG1.MP4,14.8587,1,233.849,9.202,1242.463,JZ JE,ANA_161,Sebastes,miniatus,SMIN,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Vermilion Rockfish,Sebastes miniatus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Rockfishes,piscivore,piscivore,Targeted,NA,NODATA,NODATA,NA,NA,274773,WoRMS,0.02157,2.92339,g,cm,TL,NA,NA,NA,NA,NSL,NA,Cool,High,benthic (on/in the bottom),mobile (10-100m),rock,23.3849,216.66,0.4777,0.21666
ANA_161_LEFT_SEG1.MP4,15.1824,1,522.271,36.489,3538.438,JZ JE,ANA_161,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,522.271,1715.93,3.783,1.71593
ANA_161_LEFT_SEG1.MP4,15.1824,1,386.157,25.256,2002.018,JZ JE,ANA_161,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,386.157,649.01,1.4308,0.64901
ANA_161_LEFT_SEG1.MP4,15.1824,1,390.394,34.469,3034.795,JZ JE,ANA_161,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,390.394,672.22,1.482,0.67222
ANA_161_LEFT_SEG1.MP4,16.0494,1,369.582,36.098,3124.755,JZ JE,ANA_161,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,369.582,563.51,1.2423,0.56351
ANA_161_LEFT_SEG1.MP4,16.0494,1,330.71,31.877,2862.413,JZ JE,ANA_161,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,330.71,394,0.8686,0.394
ANA_161_LEFT_SEG1.MP4,16.0494,1,456.311,30.706,3653.026,JZ JE,ANA_161,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,456.311,1110.95,2.4492,1.11095
ANA_161_LEFT_SEG1.MP4,16.0494,1,301.415,17.189,2532.603,JZ JE,ANA_161,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,301.415,292.27,0.6443,0.29227
ANA_161_LEFT_SEG1.MP4,16.6027,1,301.133,27.73,3182.817,JZ JE,ANA_161,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,301.133,291.39,0.6424,0.29139
ANA_161_LEFT_SEG1.MP4,16.6027,1,400.103,30.079,3640.446,JZ JE,ANA_161,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,400.103,727.56,1.604,0.72756
ANA_161_LEFT_SEG2.MP4,27.4313,1,256.928,21.491,2283.163,JZ JE,ANA_161,Chromis,punctipinnis,CPUN,1,AD,Passing,2020-10-03T00:00:00Z,3,1,Anacapa,Front Side,MPA,ANA_NEW_RESERVE,34.020165,-119.382051,1899-12-31T10:50:00Z,54.5,mixed_hard,medium,low,Anacapa,Anacapa MPA,fish,Blacksmith,Chromis punctipinnis,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Damselfish,planktivore,planktivore,Non-targeted,NA,NODATA,NODATA,NA,NA,266995,WoRMS,2.69e-5,3.0177,g,mm,SL,TL=1.27SL,1.27,0,REVERSE,NA,NA,Warm,High,resident pelagic (upper water column),mobile (10-100m),rock,202.3055118110236,244.68,0.5394,0.24468
ANA_162_LEFT_SEG1.MP4,7.9529,1,289.001,6.678,2479.413,JZ JE,ANA_162,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026351,-119.37555,1899-12-31T10:58:00Z,66.2,soft,low,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,289.001,255.25,0.5627,0.25525
ANA_162_LEFT_SEG1.MP4,8.0141,1,313.732,9.233,3266.542,JZ JE,ANA_162,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026351,-119.37555,1899-12-31T10:58:00Z,66.2,soft,low,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,313.732,332.5,0.733,0.3325
ANA_162_LEFT_SEG1.MP4,8.038,1,304.025,7.689,3317.271,JZ JE,ANA_162,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026351,-119.37555,1899-12-31T10:58:00Z,66.2,soft,low,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,304.025,300.5,0.6625,0.3005
ANA_162_LEFT_SEG1.MP4,8.1125,1,312.775,7.265,2772.806,JZ JE,ANA_162,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026351,-119.37555,1899-12-31T10:58:00Z,66.2,soft,low,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,312.775,329.25,0.7259,0.32925
ANA_162_LEFT_SEG1.MP4,8.3216,1,403.956,4.478,2217.892,JZ JE,ANA_162,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026351,-119.37555,1899-12-31T10:58:00Z,66.2,soft,low,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,403.956,750.36,1.6543,0.75036
ANA_162_LEFT_SEG1.MP4,8.3344,1,293.413,2.864,2038.141,JZ JE,ANA_162,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026351,-119.37555,1899-12-31T10:58:00Z,66.2,soft,low,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,293.413,268.01,0.5909,0.26800999999999997
ANA_162_LEFT_SEG1.MP4,9.9761,1,274.296,3.058,1772.289,JZ JE,ANA_162,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026351,-119.37555,1899-12-31T10:58:00Z,66.2,soft,low,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,274.296,215.74,0.4756,0.21574
ANA_162_LEFT_SEG1.MP4,9.9761,1,349.143,1.979,2171.339,JZ JE,ANA_162,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026351,-119.37555,1899-12-31T10:58:00Z,66.2,soft,low,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,349.143,469.19,1.0344,0.46919
ANA_162_LEFT_SEG1.MP4,9.9761,1,316.656,2.877,2431.045,JZ JE,ANA_162,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026351,-119.37555,1899-12-31T10:58:00Z,66.2,soft,low,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,316.656,342.58,0.7553,0.34258
ANA_162_LEFT_SEG1.MP4,9.9761,1,272.56,5.263,2698.894,JZ JE,ANA_162,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026351,-119.37555,1899-12-31T10:58:00Z,66.2,soft,low,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,272.56,211.38,0.466,0.21138
ANA_162_LEFT_SEG1.MP4,9.9761,1,335.65,10.87,3580.744,JZ JE,ANA_162,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026351,-119.37555,1899-12-31T10:58:00Z,66.2,soft,low,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,335.65,413.26,0.9111,0.41326
ANA_162_LEFT_SEG1.MP4,9.9761,1,306.794,7.527,2236.349,JZ JE,ANA_162,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.026351,-119.37555,1899-12-31T10:58:00Z,66.2,soft,low,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,306.794,309.4,0.6821,0.30939999999999995
ANA_163_LEFT_SEG1.MP4,4.5468,1,334.022,48.675,2608.394,JZ JE,ANA_163,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.023566,-119.372981,1899-12-31T11:44:00Z,54.4,mixed_soft,low,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,334.022,406.85,0.8969,0.40685
ANA_163_LEFT_SEG1.MP4,4.5468,1,288.748,46.711,2610.896,JZ JE,ANA_163,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.023566,-119.372981,1899-12-31T11:44:00Z,54.4,mixed_soft,low,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,288.748,254.53,0.5611,0.25453
ANA_163_LEFT_SEG1.MP4,4.5468,1,281.503,49.93,3095.773,JZ JE,ANA_163,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.023566,-119.372981,1899-12-31T11:44:00Z,54.4,mixed_soft,low,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,281.503,234.54,0.5171,0.23454
ANA_163_LEFT_SEG1.MP4,4.5812,1,306.443,49.613,2727.942,JZ JE,ANA_163,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.023566,-119.372981,1899-12-31T11:44:00Z,54.4,mixed_soft,low,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,306.443,308.26,0.6796,0.30826
ANA_163_LEFT_SEG1.MP4,4.7397,1,246.355,41.063,2453.834,JZ JE,ANA_163,Caulolatilus,princeps,CPRI,1,AD,Passing,2020-10-03T00:00:00Z,11,1,Anacapa,Front Side,MPA,ANA_OLD_RESERVE,34.023566,-119.372981,1899-12-31T11:44:00Z,54.4,mixed_soft,low,low,Anacapa,Anacapa MPA,fish,Ocean Whitefish,Caulolatilus princeps,Animalia,Chordata,Actinopterygii,Perciformes,Malacanthidae,Tilefish,benthic micro-invertivore,carnivore,Targeted,NA,NODATA,NODATA,NA,NA,278535,WoRMS,3.04e-6,3.22,g,mm,TL,NA,NA,NA,NA,NSL,NA,Warm,High,benthopelagic (near the bottom),mobile (>1000m),soft,246.355,152.65,0.3365,0.15265
